wbusiness_codewcust_numberwname_customerwclear_datewbuisness_yearwdoc_idwposting_datewdue_in_datewbaseline_create_datewcust_payment_termswconverted_usdwAging Bucket
14wCA02w140105785wSHOPPE foundationw2020-04-23 20:31:59.375000000w2020.0w2960624627.0w2020-03-27 00:00:00.000000000w2020-04-10 00:00:00.000000000w2020-03-31 00:00:00.000000000wCA10w1980.7199999999998w0-15
15wU001w0200769623wWAL-MAR w2020-03-19 08:37:45.218750000w2020.0w1930577078.0w2020-02-28 00:00:00.000000000w2020-03-14 00:00:00.000000000w2020-02-28 00:00:00.000000000wNAH4w14514.68w0-15
16wU001w0200769623wWAL-MAR foundationw2020-05-02 09:00:55.937500000w2020.0w1930774741.0w2020-04-10 00:00:00.000000000w2020-04-25 00:00:00.000000000w2020-04-10 00:00:00.000000000wNAH4w55400.31w0-15
17wU001w0200772670wASSOCIAT corporationw2020-04-25 07:33:35.085937500w2020.0w1930765053.0w2020-04-09 00:00:00.000000000w2020-04-24 00:00:00.000000000w2020-04-09 00:00:00.000000000wNAU5w174766.36w0-15
18wU001w0200900909wSYSCO systemsw2020-04-16 20:42:15.968750000w2020.0w1930645969.0w2020-03-13 00:00:00.000000000w2020-04-14 00:00:00.000000000w2020-03-13 00:00:00.000000000wNA32w31512.75w0-15
19wU001w0200769623wWAL-MAR systemsw2020-04-21 07:31:31.625000000w2020.0w1930718081.0w2020-03-30 00:00:00.000000000w2020-04-14 00:00:00.000000000w2020-03-30 00:00:00.000000000wNAH4w19701.55w0-15
20wU001w0200726979wBJ'S  trustw2020-05-02 12:50:29.468750000w2020.0w1930788667.0w2020-04-16 00:00:00.000000000w2020-05-01 00:00:00.000000000w2020-04-16 00:00:00.000000000wNAA8w132.72w0-15
21wU001w0200769623wWAL-MAR llcw2020-04-19 18:29:29.187500000w2020.0w1930709919.0w2020-03-29 00:00:00.000000000w2020-04-13 00:00:00.000000000w2020-03-29 00:00:00.000000000wNAH4w1121.15w0-15
22wU001w0200769623wWAL-MAR llcw2020-04-28 05:15:05.812500000w2020.0w1930752568.0w2020-04-06 00:00:00.000000000w2020-04-21 00:00:00.000000000w2020-04-06 00:00:00.000000000wNAH4w11394.84w0-15
23wCA02w0140105847wGORDON F cow2020-04-27 01:59:01.000000000w2020.0w2960627274.0w2020-04-08 00:00:00.000000000w2020-04-18 00:00:00.000000000w2020-04-08 00:00:00.000000000wCA10w2579.64w0-15
24wU001w0200744019wTARG foundationw2020-04-03 02:38:49.687500000w2020.0w1930648342.0w2020-03-15 00:00:00.000000000w2020-03-30 00:00:00.000000000w2020-03-15 00:00:00.000000000wNAA8w52123.3w0-15
25wU001w0200769623wWAL-MAR systemsw2020-03-30 01:34:09.187500000w2020.0w1930632791.0w2020-03-10 00:00:00.000000000w2020-03-25 00:00:00.000000000w2020-03-10 00:00:00.000000000wNAH4w14994.01w0-15
26wU001w0200769623wWAL-MAR llcw2020-03-25 09:28:27.562500000w2020.0w1930617194.0w2020-03-06 00:00:00.000000000w2020-03-21 00:00:00.000000000w2020-03-06 00:00:00.000000000wNAH4w36.06w0-15
27wU001w0200418007wAM inw2020-04-22 01:11:35.632812500w2020.0w1930752243.0w2020-04-06 00:00:00.000000000w2020-04-21 00:00:00.000000000w2020-04-06 00:00:00.000000000wNAA8w25836.19w0-15
28wU001w0200739006wAL foundationw2020-05-04 02:28:09.468750000w2020.0w1930768064.0w2020-04-15 00:00:00.000000000w2020-04-30 00:00:00.000000000w2020-04-15 00:00:00.000000000wNAA8w4309.05w0-15
29wU001w0100031704wDELHAIZE associatesw2020-05-04 20:30:35.562500000w2020.0w1930789873.0w2020-04-15 00:00:00.000000000w2020-04-30 00:00:00.000000000w2020-04-15 00:00:00.000000000wNAA8w70181.07w0-15
30wU001w0200769623wWAL-MAR trustw2020-04-19 11:40:33.375000000w2020.0w1930705172.0w2020-03-28 00:00:00.000000000w2020-04-12 00:00:00.000000000w2020-03-28 00:00:00.000000000wNAH4w3403.8w0-15
31wU001w0200744019wTARG systemsw2020-05-17 05:04:31.781250000w2020.0w1930620634.0w2020-03-10 00:00:00.000000000w2020-05-14 00:00:00.000000000w2020-03-10 00:00:00.000000000wNAGDw10665.53w0-15
32wU001w0200769623wWAL-MAR w2020-04-12 13:48:43.125000000w2020.0w1930676002.0w2020-03-21 00:00:00.000000000w2020-04-05 00:00:00.000000000w2020-03-21 00:00:00.000000000wNAH4w7280.51w0-15
33wU001w0200726979wBJ'S  corporationw2020-03-18 06:52:46.367187500w2020.0w1930585378.0w2020-03-02 00:00:00.000000000w2020-03-17 00:00:00.000000000w2020-03-02 00:00:00.000000000wNAA8w13681.7w0-15
34wU001w0200706844wWINC associatesw2020-05-04 16:09:20.250000000w2020.0w1930773419.0w2020-04-07 00:00:00.000000000w2020-04-22 00:00:00.000000000w2020-04-07 00:00:00.000000000wNAA8w33947.85w0-15
35wU001w0200793830wM llcw2020-04-25 22:30:15.000000000w2020.0w1930767747.0w2020-04-08 00:00:00.000000000w2020-04-23 00:00:00.000000000w2020-04-08 00:00:00.000000000wNAA8w4537.14w0-15
36wU001w0200769623wWAL-MAR foundationw2020-04-28 09:50:37.187500000w2020.0w1930750455.0w2020-04-06 00:00:00.000000000w2020-04-21 00:00:00.000000000w2020-04-06 00:00:00.000000000wNAH4w14355.96w0-15
37wU001w0200769623wWAL-MAR systemsw2020-04-24 20:36:04.187500000w2020.0w1930738904.0w2020-04-03 00:00:00.000000000w2020-04-18 00:00:00.000000000w2020-04-03 00:00:00.000000000wNAH4w367.71w0-15
38wU001w0200769623wWAL-MAR trustw2020-05-28 11:49:46.250000000w2020.0w1930862467.0w2020-05-06 00:00:00.000000000w2020-05-21 00:00:00.000000000w2020-05-06 00:00:00.000000000wNAH4w56284.77w0-15
39wU001w0200769623wWAL-MAR systemsw2020-03-20 00:35:03.593750000w2020.0w1930582162.0w2020-02-29 00:00:00.000000000w2020-03-15 00:00:00.000000000w2020-02-29 00:00:00.000000000wNAH4w50493.86w0-15
40wU001w0200769623wWAL-MAR llcw2020-05-13 05:50:06.500000000w2020.0w1930802490.0w2020-04-21 00:00:00.000000000w2020-05-06 00:00:00.000000000w2020-04-21 00:00:00.000000000wNAH4w15489.43w0-15
41wCA02w0140104423wMETRO  llcw2020-03-12 06:36:45.453125000w2020.0w2960617050.0w2020-02-27 00:00:00.000000000w2020-03-11 00:00:00.000000000w2020-03-01 00:00:00.000000000wCA10w93179.35199999998w0-15
42wU001w0200726979wBJ'S  systemsw2020-05-05 02:15:35.554687500w2020.0w1930801417.0w2020-04-19 00:00:00.000000000w2020-05-04 00:00:00.000000000w2020-04-19 00:00:00.000000000wNAA8w360.33w0-15
43wU001w0200743996wSTATER  llcw2020-05-12 20:54:30.875000000w2020.0w1930660304.0w2020-03-16 00:00:00.000000000w2020-05-20 00:00:00.000000000w2020-03-16 00:00:00.000000000wNAGDw3826.03w
44wU001w0200752302wKROGER trustw2020-04-19 03:27:22.796875000w2020.0w1930733767.0w2020-04-02 00:00:00.000000000w2020-04-17 00:00:00.000000000w2020-04-02 00:00:00.000000000wNAA8w96674.05w0-15
45wCA02w140105686wSYSC llcw2020-05-28 12:45:14.187500000w2020.0w2960633120.0w2020-05-06 00:00:00.000000000w2020-05-18 00:00:00.000000000w2020-05-08 00:00:00.000000000wCA10w43230.299w0-15
46wU001w0200711029wWEGMAN corpw2020-04-30 21:21:41.250000000w2020.0w1930742932.0w2020-04-03 00:00:00.000000000w2020-04-18 00:00:00.000000000w2020-04-03 00:00:00.000000000wNAA8w14382.22w0-15
47wCA02wCCU001wKRAFT  corporationw2020-05-05 09:10:50.000000000w2020.0w2960622220.0w2020-03-20 00:00:00.000000000w2020-04-27 00:00:00.000000000w2020-03-23 00:00:00.000000000wNAG2w17828.068999999996w0-15
48wU001w0200769623wWAL-MAR llcw2020-05-12 16:33:04.625000000w2020.0w1930804924.0w2020-04-21 00:00:00.000000000w2020-05-06 00:00:00.000000000w2020-04-21 00:00:00.000000000wNAH4w35509.95w0-15
49wU001w0200769623wWAL-MAR associatesw2020-04-27 12:37:54.812500000w2020.0w1930746955.0w2020-04-05 00:00:00.000000000w2020-04-20 00:00:00.000000000w2020-04-05 00:00:00.000000000wNAH4w13512.61w0-15
50wU001w0200772670wASSOCIAT corpw2020-04-11 21:23:59.406250000w2020.0w1930698156.0w2020-03-24 00:00:00.000000000w2020-04-08 00:00:00.000000000w2020-03-24 00:00:00.000000000wNAU5w24421.33w0-15
51wU001w0200769623wWAL-MAR cow2020-05-11 14:52:38.375000000w2020.0w1930801200.0w2020-04-19 00:00:00.000000000w2020-05-04 00:00:00.000000000w2020-04-19 00:00:00.000000000wNAH4w11217.33w0-15
52wU001w0200769623wWAL-MAR systemsw2020-05-05 07:23:11.000000000w2020.0w1930776682.0w2020-04-13 00:00:00.000000000w2020-04-28 00:00:00.000000000w2020-04-13 00:00:00.000000000wNAH4w12554.13w0-15
53wU001w0200720238wWOODM cow2020-05-26 20:00:19.125000000w2020.0w1930858727.0w2020-05-06 00:00:00.000000000w2020-05-21 00:00:00.000000000w2020-05-06 00:00:00.000000000wNAA8w126919.03w0-15
54wCA02w140106408wWAL-M inw2020-05-22 07:12:25.000000000w2020.0w2960631200.0w2020-04-25 00:00:00.000000000w2020-05-05 00:00:00.000000000w2020-04-25 00:00:00.000000000wCA10w28537.684w16-30
55wU001w0200769623wWAL-MAR cow2020-04-22 17:30:00.625000000w2020.0w1930729999.0w2020-04-01 00:00:00.000000000w2020-04-16 00:00:00.000000000w2020-04-01 00:00:00.000000000wNAH4w24834.9w0-15
56wU001w0200769623wWAL-MAR usw2020-04-04 20:09:34.843750000w2020.0w1930653060.0w2020-03-15 00:00:00.000000000w2020-03-30 00:00:00.000000000w2020-03-15 00:00:00.000000000wNAH4w50202.83w0-15
57wU001w0200769623wWAL-MAR usw2020-04-23 02:58:51.250000000w2020.0w1930715979.0w2020-04-01 00:00:00.000000000w2020-04-16 00:00:00.000000000w2020-04-01 00:00:00.000000000wNAH4w8299.7w0-15
58wU001w0200799367wMCL corporationw2020-04-12 05:32:16.468750000w2020.0w1930673430.0w2020-03-24 00:00:00.000000000w2020-04-08 00:00:00.000000000w2020-03-24 00:00:00.000000000wNAA8w51602.13w0-15
59wU001w0200759878wSA cow2020-04-30 08:48:45.031250000w2020.0w1930783249.0w2020-04-14 00:00:00.000000000w2020-04-29 00:00:00.000000000w2020-04-14 00:00:00.000000000wNAH4w18900.99w0-15
60wU001w0200794332wCOST corpw2020-03-30 03:28:58.757812500w2020.0w1930638145.0w2020-03-14 00:00:00.000000000w2020-03-29 00:00:00.000000000w2020-03-14 00:00:00.000000000wNAAXw49467.7w0-15
61wU001w0200515231wUS  usw2020-04-30 15:21:46.875000000w2020.0w1930768145.0w2020-04-09 00:00:00.000000000w2020-04-24 00:00:00.000000000w2020-04-09 00:00:00.000000000wNAA8w10187.66w0-15
62wU001w0200782669wSYGMA corpw2020-03-30 19:09:14.687500000w2020.0w1930636977.0w2020-03-13 00:00:00.000000000w2020-03-28 00:00:00.000000000w2020-03-13 00:00:00.000000000wNAA8w237.4w0-15
63wU001w200769623wWAL-MAR foundationw2020-06-03 09:08:03.312500000w2020.0w1930882979.0w2020-05-12 00:00:00.000000000w2020-05-27 00:00:00.000000000w2020-05-12 00:00:00.000000000wNAH4w11532.84w0-15
64wU001w0200769623wWAL-MAR w2020-04-15 13:33:41.500000000w2020.0w1930692833.0w2020-03-24 00:00:00.000000000w2020-04-08 00:00:00.000000000w2020-03-24 00:00:00.000000000wNAH4w20017.92w0-15
65wU001w0200331749wSYSC foundationw2020-03-17 15:02:21.656250000w2020.0w1930579080.0w2020-02-28 00:00:00.000000000w2020-03-14 00:00:00.000000000w2020-02-28 00:00:00.000000000wNAA8w5320.85w0-15
66wU001w0200772670wASSOCIAT associatesw2020-05-12 05:06:21.750000000w2020.0w1930819529.0w2020-04-23 00:00:00.000000000w2020-05-08 00:00:00.000000000w2020-04-23 00:00:00.000000000wNAU5w30900.83w0-15
67wU001w0200772670wASSOCIAT usw2020-04-19 21:20:19.046875000w2020.0w1930736164.0w2020-04-02 00:00:00.000000000w2020-04-17 00:00:00.000000000w2020-04-02 00:00:00.000000000wNAU5w65843.26w0-15
68wU001w0200706844wWINC foundationw2020-03-26 23:20:31.687500000w2020.0w1930599854.0w2020-03-04 00:00:00.000000000w2020-03-19 00:00:00.000000000w2020-03-04 00:00:00.000000000wNAA8w359.44w0-15
69wU001w0100043975wJAVA w2020-04-16 23:50:34.968750000w2020.0w1930740345.0w2020-04-03 00:00:00.000000000w2020-04-18 00:00:00.000000000w2020-04-03 00:00:00.000000000wNAA8w1427.36w
70wU001w0200762301wC&S WH inw2020-03-19 19:34:52.968750000w2020.0w1930592552.0w2020-03-04 00:00:00.000000000w2020-03-19 00:00:00.000000000w2020-03-04 00:00:00.000000000wNAC6w99091.71w0-15
71wU001w0200148860wDOLLA associatesw2020-06-13 16:58:59.937500000w2020.0w1930732920.0w2020-04-03 00:00:00.000000000w2020-06-07 00:00:00.000000000w2020-04-03 00:00:00.000000000wNAGDw6543.44w0-15
72wCA02w0100027744wOMEGA AD inw2020-05-26 07:18:25.812500000w2020.0w2960635652.0w2020-05-19 00:00:00.000000000w2020-05-19 00:00:00.000000000w2020-05-19 00:00:00.000000000wCAB1w4924.5w0-15
73wU001w0100031704wDELHAIZE cow2020-03-20 17:28:09.000000000w2020.0w1930585468.0w2020-03-01 00:00:00.000000000w2020-03-16 00:00:00.000000000w2020-03-01 00:00:00.000000000wNAA8w106394.18w0-15
74wU001w0200799420wHT HA foundationw2020-04-16 04:04:26.500000000w2020.0w1930703225.0w2020-03-25 00:00:00.000000000w2020-04-09 00:00:00.000000000w2020-03-25 00:00:00.000000000wNAA8w801.1w0-15
75wU001w0200974851wRESTA systemsw2020-04-11 15:05:38.656250000w2020.0w1930706997.0w2020-03-26 00:00:00.000000000w2020-04-10 00:00:00.000000000w2020-03-26 00:00:00.000000000wNAA8w3566.69w0-15
76wU001w0200769623wWAL-MAR inw2020-05-20 05:42:39.687500000w2020.0w1930830709.0w2020-04-28 00:00:00.000000000w2020-05-13 00:00:00.000000000w2020-04-28 00:00:00.000000000wNAH4w8885.57w0-15
77wU001w0200793568wSUPE llcw2020-03-27 13:20:24.312500000w2020.0w1930630388.0w2020-03-10 00:00:00.000000000w2020-03-25 00:00:00.000000000w2020-03-10 00:00:00.000000000wNAA8w15893.27w0-15
78wU001w0200759878wSA foundationw2020-03-23 01:05:54.812500000w2020.0w1930609945.0w2020-03-06 00:00:00.000000000w2020-03-21 00:00:00.000000000w2020-03-06 00:00:00.000000000wNAH4w70180.8w0-15
79wU001w0200712187wSPAR inw2020-05-07 13:41:45.531250000w2020.0w1930806222.0w2020-04-20 00:00:00.000000000w2020-05-05 00:00:00.000000000w2020-04-20 00:00:00.000000000wNAA8w119384.36w0-15
80wU001w0100047532wKEYSTON associatesw2020-04-01 01:45:53.125000000w2020.0w1930592834.0w2020-03-04 00:00:00.000000000w2020-03-19 00:00:00.000000000w2020-03-04 00:00:00.000000000wNAA8w11852.54w0-15
81wU001w0200794332wCOST cow2020-03-19 19:05:42.546875000w2020.0w1930562584.0w2020-02-28 00:00:00.000000000w2020-03-19 00:00:00.000000000w2020-02-28 00:00:00.000000000wNA84w11225.42w0-15
82wU001w0200148860wDOLLA associatesw2020-06-04 19:43:02.687500000w2020.0w1930699340.0w2020-03-25 00:00:00.000000000w2020-05-29 00:00:00.000000000w2020-03-25 00:00:00.000000000wNAGDw5456.75w0-15
83wU001w200794332wCOST llcw2020-05-19 22:19:40.812500000w2020.0w1930862420.0w2020-05-08 00:00:00.000000000w2020-05-23 00:00:00.000000000w2020-05-08 00:00:00.000000000wNAAXw81500.86w
84wU001w0200555117wBURR trustw2020-04-11 10:54:55.062500000w2020.0w1930709963.0w2020-03-27 00:00:00.000000000w2020-04-11 00:00:00.000000000w2020-03-27 00:00:00.000000000wNAA8w749.14w0-15
85wU001w200769623wWAL-MAR inw2020-05-30 19:16:55.000000000w2020.0w1930878284.0w2020-05-09 00:00:00.000000000w2020-05-24 00:00:00.000000000w2020-05-09 00:00:00.000000000wNAH4w2219.89w0-15
86wU001w0200772670wASSOCIAT corpw2020-04-08 21:24:21.843750000w2020.0w1930683241.0w2020-03-21 00:00:00.000000000w2020-04-05 00:00:00.000000000w2020-03-21 00:00:00.000000000wNAU5w15489.78w0-15
87wU001w200707822wPUBLI corporationw2020-05-21 13:33:24.718750000w2020.0w1930857983.0w2020-05-04 00:00:00.000000000w2020-05-19 00:00:00.000000000w2020-05-04 00:00:00.000000000wNAA8w126107.91w0-15
88wCA02w0140104392wFLANAG usw2020-03-31 03:09:26.875000000w2020.0w2960619205.0w2020-03-06 00:00:00.000000000w2020-03-20 00:00:00.000000000w2020-03-10 00:00:00.000000000wCA10w2528.673w0-15
89wU001w0200769623wWAL-MAR corpw2020-05-20 03:03:30.937500000w2020.0w1930831780.0w2020-04-28 00:00:00.000000000w2020-05-13 00:00:00.000000000w2020-04-28 00:00:00.000000000wNAH4w11545.38w0-15
90wU001w0200759878wSA systemsw2020-04-17 04:56:15.031250000w2020.0w1930717567.0w2020-03-31 00:00:00.000000000w2020-04-15 00:00:00.000000000w2020-03-31 00:00:00.000000000wNAH4w47646.57w0-15
91wU001w0200705742wDOT foundationw2020-03-08 21:29:55.468750000w2020.0w1930581678.0w2020-02-28 00:00:00.000000000w2020-03-14 00:00:00.000000000w2020-02-28 00:00:00.000000000wNAA8w5932.51w
92wU001w200793568wSUPE trustw2020-04-10 12:05:54.687500000w2020.0w1930690537.0w2020-03-23 00:00:00.000000000w2020-04-07 00:00:00.000000000w2020-03-23 00:00:00.000000000wNAA8w1635.76w0-15
93wU001w0200726979wBJ'S  w2020-03-27 20:56:17.070312500w2020.0w1930646128.0w2020-03-12 00:00:00.000000000w2020-03-27 00:00:00.000000000w2020-03-12 00:00:00.000000000wNAA8w1286.3w0-15
94wU001w0200704858wWAKE corpw2020-04-26 03:52:38.593750000w2020.0w1930762384.0w2020-04-09 00:00:00.000000000w2020-04-24 00:00:00.000000000w2020-04-09 00:00:00.000000000wNAA8w99568.42w0-15
95wU001w0200780383wMEIJ inw2020-04-04 09:56:14.593750000w2020.0w1930665025.0w2020-03-18 00:00:00.000000000w2020-04-02 00:00:00.000000000w2020-03-18 00:00:00.000000000wNAA8w3612.63w0-15
96wU001w0200762301wC&S WH associatesw2020-04-24 01:14:04.718750000w2020.0w1930778021.0w2020-04-12 00:00:00.000000000w2020-04-27 00:00:00.000000000w2020-04-12 00:00:00.000000000wNAC6w102276.04w
97wCA02w0140106271wLONGO  inw2020-04-23 16:01:21.750000000w2020.0w2960626604.0w2020-04-03 00:00:00.000000000w2020-04-17 00:00:00.000000000w2020-04-07 00:00:00.000000000wCA10w8615.453w0-15
98wCA02w0140104423wMETRO  usw2020-05-03 15:31:22.000000000w2020.0w2960628851.0w2020-04-17 00:00:00.000000000w2020-05-01 00:00:00.000000000w2020-04-21 00:00:00.000000000wCA10w45059.545999999995w0-15
99wU001w0200741174wM B  cow2020-04-02 05:45:48.625000000w2020.0w1930657267.0w2020-03-16 00:00:00.000000000w2020-03-31 00:00:00.000000000w2020-03-16 00:00:00.000000000wNAA8w5767.83w0-15
100wCA02w0100030194wAMAZO llcw2020-04-07 21:07:04.250000000w2020.0w2960622411.0w2020-03-18 00:00:00.000000000w2020-03-30 00:00:00.000000000w2020-03-20 00:00:00.000000000wCA10w9851.667w0-15
101wU001w0200769623wWAL-MAR trustw2020-04-21 11:39:39.750000000w2020.0w1930720012.0w2020-03-30 00:00:00.000000000w2020-04-14 00:00:00.000000000w2020-03-30 00:00:00.000000000wNAH4w42379.83w0-15
102wU001w0200592182wDECA inw2020-05-04 02:32:34.437500000w2020.0w1930822583.0w2020-04-24 00:00:00.000000000w2020-05-09 00:00:00.000000000w2020-04-16 00:00:00.000000000wNAM4w1761.84w
103wU001w0200743996wSTATER  cow2020-04-08 16:16:12.546875000w2020.0w1930686889.0w2020-03-22 00:00:00.000000000w2020-04-06 00:00:00.000000000w2020-03-22 00:00:00.000000000wNAA8w94612.03w0-15
104wU001w0200769623wWAL-MAR inw2020-05-09 09:04:19.500000000w2020.0w1930787980.0w2020-04-15 00:00:00.000000000w2020-04-30 00:00:00.000000000w2020-04-15 00:00:00.000000000wNAH4w22226.35w0-15
105wU001w0200749782wKROG associatesw2020-05-12 09:42:38.312500000w2020.0w1930822131.0w2020-04-25 00:00:00.000000000w2020-05-10 00:00:00.000000000w2020-04-25 00:00:00.000000000wNAA8w88502.01w0-15
106wU001w0200744019wTARG corpw2020-05-19 23:21:04.250000000w2020.0w1930641073.0w2020-03-13 00:00:00.000000000w2020-05-17 00:00:00.000000000w2020-03-13 00:00:00.000000000wNAGDw1982.06w0-15
107wU001w0200769623wWAL-MAR foundationw2020-05-12 23:50:07.750000000w2020.0w1930804577.0w2020-04-21 00:00:00.000000000w2020-05-06 00:00:00.000000000w2020-04-21 00:00:00.000000000wNAH4w2326.08w0-15
108wU001w0200705742wDOT usw2020-03-11 21:40:51.500000000w2020.0w1930592413.0w2020-03-02 00:00:00.000000000w2020-03-17 00:00:00.000000000w2020-03-02 00:00:00.000000000wNAA8w9822.38w
109wU001w0200744019wTARG trustw2020-05-23 18:51:14.687500000w2020.0w1930857489.0w2020-05-05 00:00:00.000000000w2020-05-20 00:00:00.000000000w2020-05-05 00:00:00.000000000wNAA8w29592.42w0-15
110wU001w0200772670wASSOCIAT associatesw2020-04-22 16:52:22.125000000w2020.0w1930739252.0w2020-04-03 00:00:00.000000000w2020-04-18 00:00:00.000000000w2020-04-03 00:00:00.000000000wNAU5w47903.76w0-15
111wU001w0200769623wWAL-MAR corporationw2020-04-14 18:30:47.812500000w2020.0w1930692953.0w2020-03-24 00:00:00.000000000w2020-04-08 00:00:00.000000000w2020-03-24 00:00:00.000000000wNAH4w1898.9w0-15
112wU001w0200900909wSYSCO inw2020-04-20 19:31:35.093750000w2020.0w1930741081.0w2020-04-03 00:00:00.000000000w2020-04-18 00:00:00.000000000w2020-04-03 00:00:00.000000000wNAA8w7524.17w0-15
113wU001w0200424504wM  inw2020-04-29 20:45:54.875000000w2020.0w1930830032.0w2020-04-28 00:00:00.000000000w2020-04-15 00:00:00.000000000w2020-04-15 00:00:00.000000000wNACGw2428.04w0-15
114wU001w0100031704wDELHAIZE trustw2020-06-21 05:08:58.601562500w2020.0w1930794735.0w2020-04-16 00:00:00.000000000w2020-06-20 00:00:00.000000000w2020-04-16 00:00:00.000000000wNAGDw1176.59w0-15
115wU001w0200764795wSYSCO  usw2020-04-22 06:15:28.937500000w2020.0w1930637455.0w2020-03-18 00:00:00.000000000w2020-04-19 00:00:00.000000000w2020-03-18 00:00:00.000000000wNA32w10978.51w0-15
116wU001w0200337148wCOAS systemsw2020-03-17 11:37:00.460937500w2020.0w1930587342.0w2020-03-02 00:00:00.000000000w2020-03-17 00:00:00.000000000w2020-03-02 00:00:00.000000000wNAA8w45127.79w0-15
117wU001w0200416837wDEC llcw2020-03-18 15:31:31.187500000w2020.0w1930599382.0w2020-03-04 00:00:00.000000000w2020-03-24 00:00:00.000000000w2020-03-01 00:00:00.000000000wNAM4w398.16w
118wU001w0200769623wWAL-MAR llcw2020-03-28 22:18:16.718750000w2020.0w1930623646.0w2020-03-09 00:00:00.000000000w2020-03-24 00:00:00.000000000w2020-03-09 00:00:00.000000000wNAH4w58726.21w0-15
119wU001w0200726979wBJ'S  associatesw2020-03-28 17:53:34.265625000w2020.0w1930645815.0w2020-03-12 00:00:00.000000000w2020-03-27 00:00:00.000000000w2020-03-12 00:00:00.000000000wNAA8w588.49w0-15
120wU001w0200721222wGO usw2020-05-05 00:39:14.534423828w2020.0w1930800642.0w2020-04-20 00:00:00.000000000w2020-05-05 00:00:00.000000000w2020-04-20 00:00:00.000000000wNAA8w25685.07w0-15
121wU001w0200772595wSAFEW corporationw2020-04-19 12:26:50.125000000w2020.0w1930729101.0w2020-04-02 00:00:00.000000000w2020-04-17 00:00:00.000000000w2020-04-02 00:00:00.000000000wNAA8w10020.14w0-15
122wU001w0200820380wSMITH'S trustw2020-04-16 23:08:24.859375000w2020.0w1930716191.0w2020-03-30 00:00:00.000000000w2020-04-14 00:00:00.000000000w2020-03-30 00:00:00.000000000wNAA8w48022.97w0-15
123wU001w0200793568wSUPE corporationw2020-05-02 20:20:37.875000000w2020.0w1930779652.0w2020-04-14 00:00:00.000000000w2020-04-29 00:00:00.000000000w2020-04-14 00:00:00.000000000wNAA8w36623.03w0-15
